country,city,latitude,longitude,hemisphere,temp,humidity,clouds,wind,temp_max
ID,tanggul,-8.1645,113.4525,southern,76.53,83.0,95.0,3.04,76.53
BR,nossa senhora da gloria,-10.233333,-37.416667,southern,88.66,47.0,95.0,8.66,88.66
BR,cachoeirinha,-8.483333,-36.233333,southern,86.14,47.0,97.0,11.05,86.14
PE,tingo maria,-9.3,-75.9833333,southern,71.6,94.0,75.0,2.24,71.6
BR,porto nacional,-10.708056,-48.308333000000005,southern,82.4,74.0,75.0,4.7,82.4
BR,moreno,-8.116667,-35.1,southern,86.0,66.0,75.0,10.29,86.0
PE,llata,-9.416666699999999,-76.7833333,southern,54.66,59.0,100.0,3.31,54.66
BR,nossa senhora do socorro,-10.866667,-37.116667,southern,86.0,66.0,40.0,16.11,86.0
BR,altinho,-8.483333,-36.066666999999995,southern,85.69,50.0,99.0,10.69,85.69
BR,sao miguel dos campos,-9.783333,-36.083333,southern,86.0,66.0,40.0,13.87,86.0
BR,capoeiras,-8.75,-36.633333,southern,83.52,45.0,92.0,7.67,83.52
BR,ipojuca,-8.4,-35.066666999999995,southern,86.0,66.0,75.0,10.29,86.0
AO,luena,-11.783333,19.916667,southern,82.4,58.0,40.0,5.82,82.4
ID,boyolangu,-8.1181,111.8935,southern,73.08,89.0,96.0,6.71,73.08
TZ,kitangari,-10.65,39.3333333,southern,73.9,78.0,36.0,7.63,73.9
BR,cha grande,-8.233333,-35.45,southern,86.0,66.0,75.0,10.29,86.0
BO,guayaramerin,-10.8,-65.3833333,southern,77.0,73.0,90.0,8.05,77.0
ID,genteng,-8.366667,114.15,southern,72.75,79.0,73.0,2.77,72.75
BO,buena vista,-17.45,-63.6666667,southern,82.4,32.0,1.0,28.86,82.4
MZ,quelimane,-17.8786111,36.8883333,southern,84.2,69.0,20.0,9.17,86.0
BO,eucaliptus,-17.5833333,-67.5166667,southern,57.45,34.0,68.0,8.12,57.45
MW,nsanje,-16.9166667,35.2666667,southern,73.54,83.0,87.0,7.78,73.54
MU,notre dame,-20.140555600000003,57.5530556,southern,68.81,68.0,40.0,10.29,69.8
BR,tupaciguara,-18.583333,-48.7,southern,77.0,69.0,75.0,6.93,77.0
BR,conceicao da barra,-18.583333,-39.75,southern,75.76,86.0,100.0,4.38,75.76
BR,palmeiras de goias,-16.816667000000002,-49.916667,southern,82.63,65.0,57.0,4.03,82.63
BR,ibirite,-20.033333,-44.066666999999995,southern,75.29,57.0,75.0,6.93,77.0
PE,cocachacra,-17.088333300000002,-71.7575,southern,69.12,62.0,49.0,7.31,69.12
MU,fond du sac,-20.043055600000002,57.5786111,southern,68.0,67.0,1.0,3.0,68.0
CL,iquique,-20.22083,-70.14305999999999,southern,64.4,68.0,0.0,16.11,64.4
ZW,mvuma,-19.283333300000002,30.5333333,southern,81.45,21.0,0.0,11.45,81.45
BO,samaipata,-18.15,-63.8666667,southern,67.5,36.0,1.0,6.85,67.5
BR,ipaba,-19.383333,-42.416667,southern,72.73,83.0,100.0,3.15,72.73
BO,colomi,-17.35,-65.8666667,southern,73.4,40.0,20.0,6.93,73.4
BR,rio verde de mato grosso,-18.933332999999998,-54.86666700000001,southern,83.34,58.0,67.0,6.26,83.34
MU,long mountain,-20.1430556,57.56222220000001,southern,68.79,68.0,40.0,10.29,69.8
BO,potosi,-19.5836111,-65.7530556,southern,50.13,48.0,37.0,7.76,50.13
BO,pailon,-17.65,-62.75,southern,82.4,32.0,12.0,28.86,82.4
BO,betanzos,-19.550555600000003,-65.4533333,southern,48.2,76.0,90.0,6.93,48.2
BR,santa vitoria,-18.833333,-50.133333,southern,87.24,43.0,42.0,7.61,87.24
BR,corinto,-18.35,-44.45,southern,69.39,94.0,100.0,1.9,69.39
BR,uberlandia,-18.916667,-48.3,southern,77.0,69.0,75.0,6.93,77.0
ZW,redcliffe,-19.033333300000002,29.7833333,southern,87.33,14.0,0.0,10.2,87.33
BR,paranaiba,-19.666667,-51.183333000000005,southern,83.25,50.0,51.0,8.3,83.25
BR,itumbiara,-18.416667,-49.216667,southern,86.58,49.0,45.0,6.29,86.58
MU,ripailles,-20.193611100000002,57.572222200000006,southern,68.83,68.0,40.0,10.29,69.8
BR,frutal,-20.033333,-48.916667,southern,81.16,59.0,90.0,8.72,81.16
ZW,kwekwe,-18.9166667,29.816666700000003,southern,87.76,14.0,0.0,10.47,87.76
BR,padre paraiso,-17.1,-41.516667,southern,67.8,95.0,100.0,5.39,67.8
BO,challapata,-18.9,-66.7666667,southern,56.8,31.0,44.0,9.04,56.8
MU,plaines des papayes,-20.065,57.5725,southern,68.0,67.0,1.0,3.0,68.0
MG,miandrivazo,-19.5166667,45.466666700000005,southern,87.08,46.0,94.0,14.83,87.08
BO,uncia,-18.45,-66.6166667,southern,47.82,50.0,37.0,6.53,47.82
BR,barao de cocais,-19.933332999999998,-43.466667,southern,73.38,64.0,75.0,9.17,77.0
MU,brisee verdiere,-20.1638889,57.646666700000004,southern,68.81,68.0,40.0,10.29,69.8
PF,afaahiti,-17.75,-149.2833333,southern,73.4,83.0,20.0,3.36,73.4
PF,mataiea,-17.7666667,-149.41666669999998,southern,73.4,83.0,20.0,3.36,73.4
BR,goiania,-16.666667,-49.266667,southern,77.0,78.0,90.0,6.93,77.0
BO,mizque,-17.9333333,-65.3166667,southern,64.33,47.0,71.0,5.39,64.33
BR,inhapim,-19.55,-42.116667,southern,68.52,89.0,100.0,4.61,68.52
BO,machacamarca,-18.1666667,-67.0333333,southern,57.81,34.0,30.0,4.88,57.81
BR,corumba,-19.016667,-57.65,southern,77.7,57.0,40.0,11.41,78.8
BW,nata,-20.216666699999998,26.1833333,southern,97.72,10.0,0.0,11.86,97.72
ZW,mutoko,-17.4,32.216666700000005,southern,79.34,31.0,74.0,9.28,79.34
BR,parauna,-17.033333,-50.433333000000005,southern,83.7,56.0,66.0,4.29,83.7
BR,ituiutaba,-18.966667,-49.466667,southern,87.01,45.0,8.0,7.16,87.01
BR,ladario,-19.016667,-57.583332999999996,southern,77.77,57.0,40.0,11.41,78.8
BR,raul soares,-20.083333,-42.366667,southern,67.68,88.0,98.0,4.92,67.68
MG,antanifotsy,-19.5833333,47.5666667,southern,55.24,80.0,9.0,5.66,55.24
BR,itupeva,-17.416667,-40.483333,southern,75.29,81.0,100.0,4.18,75.29
BR,betim,-19.966667,-44.216667,southern,75.22,57.0,75.0,6.93,77.0
BR,patrocinio,-18.95,-46.983333,southern,75.29,72.0,93.0,7.61,75.29
MU,grand gaube,-20.0063889,57.6608333,southern,68.0,67.0,0.0,3.0,68.0
MU,roche terre,-20.0186111,57.644722200000004,southern,68.0,67.0,0.0,3.0,68.0
BO,cotoca,-17.75,-62.9833333,southern,82.4,32.0,0.0,28.86,82.4
BR,alvinopolis,-20.1,-43.05,southern,69.57,79.0,99.0,8.41,69.57
BR,carmo do cajuru,-20.183332999999998,-44.766667,southern,73.99,66.0,96.0,11.27,73.99
BW,kachikau,-18.1666667,24.466666699999998,southern,98.65,10.0,4.0,10.13,98.65
BR,santa luzia,-19.783333,-43.866667,southern,73.27,64.0,75.0,9.17,77.0
BO,viloco,-16.95,-67.55,southern,51.71,56.0,52.0,6.96,51.71
BO,san julian,-17.783333300000002,-62.8666667,southern,82.4,32.0,1.0,28.86,82.4
AO,ondjiva,-17.066667000000002,15.733332999999998,southern,87.8,35.0,40.0,4.7,87.8
BR,capelinha,-17.7,-42.516667,southern,65.08,100.0,100.0,3.13,65.08
BO,punata,-17.55,-65.83333329999999,southern,73.4,40.0,20.0,6.93,73.4
NA,otavi,-19.65,17.3333333,southern,89.11,23.0,86.0,3.38,89.11
BR,pecanha,-18.55,-42.566666999999995,southern,65.34,96.0,100.0,4.14,65.34
ZM,siavonga,-16.533333300000002,28.7166667,southern,94.42,23.0,19.0,1.43,94.42
BO,capinota,-17.716666699999998,-66.2333333,southern,73.4,40.0,20.0,6.93,73.4
BR,curvelo,-18.75,-44.416667,southern,68.16,93.0,100.0,6.76,68.16
ZM,gwembe,-16.5,27.616666700000003,southern,88.23,16.0,0.0,9.24,88.23
ZW,marondera,-18.1833333,31.55,southern,75.06,34.0,69.0,9.48,75.06
BO,irpa irpa,-17.716666699999998,-66.2666667,southern,73.4,40.0,20.0,6.93,73.4
PE,yunguyo,-17.1688889,-70.8819444,southern,72.9,23.0,15.0,10.07,72.9
ZM,choma,-16.8166667,26.983333299999998,southern,86.27,18.0,0.0,9.42,86.27
BR,camapua,-19.5,-54.083332999999996,southern,80.78,58.0,83.0,7.92,80.78
BO,colquiri,-17.4166667,-67.1333333,southern,46.45,55.0,50.0,6.35,46.45
PF,fare,-16.7,-151.0166667,southern,79.07,75.0,12.0,17.9,79.07
BO,puerto suarez,-18.95,-57.8,southern,78.06,57.0,25.0,9.17,78.8
BO,abapo,-18.8333333,-63.466666700000005,southern,82.58,22.0,0.0,7.63,82.58
BR,santa helena de goias,-17.716667,-50.583333,southern,83.86,54.0,64.0,5.79,83.86
ZW,mount darwin,-16.783333300000002,31.5833333,southern,83.44,31.0,27.0,12.3,83.44
BR,malacacheta,-17.833333,-42.083333,southern,67.86,97.0,100.0,2.19,67.86
BR,lagoa formosa,-18.783333,-46.4,southern,75.74,72.0,68.0,5.95,75.74
BR,laranja da terra,-19.9,-41.066666999999995,southern,71.73,86.0,100.0,2.82,71.73
BR,itauna,-20.066667000000002,-44.566666999999995,southern,76.15,57.0,75.0,6.93,77.0
BR,dores do indaia,-19.45,-45.6,southern,74.46,69.0,94.0,4.61,74.46
MU,verdun,-20.228333300000003,57.5438889,southern,68.86,68.0,40.0,10.29,69.8
BO,los negros,-17.7333333,-63.4333333,southern,82.4,32.0,0.0,28.86,82.4
PF,haapu,-16.7666667,-151.0,southern,77.99,77.0,16.0,17.94,77.99
BO,puerto pailas,-17.65,-62.8,southern,82.4,32.0,12.0,28.86,82.4
BR,uberaba,-19.75,-47.916667,southern,78.8,69.0,75.0,5.82,78.8
BR,papagaios,-19.533333,-44.75,southern,77.65,64.0,96.0,9.19,77.65
PF,fitii,-16.7333333,-151.0333333,southern,77.85,77.0,14.0,17.92,77.85
BR,sabinopolis,-18.666667,-43.1,southern,63.59,98.0,100.0,2.1,63.59
MU,bon accueil,-20.1708333,57.656388899999996,southern,68.83,68.0,40.0,10.29,69.8
BR,cristalina,-16.75,-47.6,southern,74.44,82.0,84.0,7.07,74.44
BR,contagem,-19.916667,-44.1,southern,73.69,57.0,75.0,6.93,77.0
ZW,mutare,-18.966666699999998,32.6666667,southern,77.59,38.0,10.0,10.89,77.59
ID,bandung,-6.9038889999999995,107.61861100000002,southern,69.98,93.0,100.0,1.52,69.98
BR,esperanca,-7.016667,-35.85,southern,80.6,69.0,75.0,14.99,80.6
TZ,kilosa,-6.8333333,36.9833333,southern,83.89,38.0,75.0,4.68,83.89
ID,jetis,-7.6683330000000005,110.46305600000001,southern,73.36,90.0,89.0,2.66,73.36
ID,cepu,-7.1475,111.5906,southern,74.34,95.0,100.0,2.53,74.34
ID,karanganyar,-7.293889,109.57666699999999,southern,57.87,89.0,100.0,0.63,64.99
TZ,ikwiriri,-7.9833333,39.0166667,southern,81.72,62.0,75.0,7.99,81.72
ID,plered,-6.640556,107.386389,southern,73.89,91.0,100.0,1.7,73.89
ID,driyorejo,-7.3659,112.6219,southern,75.27,90.0,100.0,4.97,75.27
PE,juanjui,-7.1833333,-76.75,southern,72.75,94.0,100.0,1.41,72.75
BR,sao jose do egito,-7.466667,-37.266667,southern,94.5,27.0,96.0,6.69,94.5
TZ,namanyere,-7.5166667,31.05,southern,76.6,39.0,44.0,2.37,76.6
TZ,mafinga,-7.25,35.0666667,southern,87.37,21.0,100.0,10.02,87.37
ID,srandakan,-7.938611,110.250556,southern,78.4,83.0,68.0,4.97,78.4
BR,simoes,-7.6,-40.816666999999995,southern,92.01,35.0,78.0,3.87,92.01
PE,bellavista,-7.0666667,-76.5333333,southern,77.0,83.0,90.0,3.36,77.0
ID,rancaekek,-6.960278,107.7575,southern,70.84,92.0,100.0,1.9,70.84
BR,condado,-7.5833330000000005,-35.1,southern,86.0,70.0,75.0,12.75,86.0
BR,alagoa nova,-7.066667,-35.766667,southern,80.6,69.0,75.0,14.99,80.6
BR,itabaiana,-7.3333330000000005,-35.333333,southern,84.04,70.0,75.0,12.75,86.0
BR,araruna,-6.533333,-35.733333,southern,86.38,49.0,100.0,10.85,86.38
ID,tegal,-6.8694,109.1402,southern,77.86,87.0,96.0,3.27,77.86
ID,magetan,-7.656667,111.33138899999999,southern,72.48,92.0,100.0,4.43,72.48
ID,soreang,-7.033056,107.51833300000001,southern,71.08,89.0,100.0,1.81,71.08
BR,juazeiro do norte,-7.2,-39.333333,southern,97.54,27.0,83.0,7.09,97.54
PE,chongoyape,-6.6405556,-79.3891667,southern,64.4,77.0,90.0,8.05,64.4
ID,pekalongan,-6.8886,109.6753,southern,57.58,82.0,100.0,4.05,64.99
TZ,iringa,-7.7666667,35.7,southern,78.8,39.0,20.0,16.11,78.8
ID,dampit,-8.042222,112.51527800000001,southern,69.57,91.0,100.0,2.98,69.57
ID,gebog,-6.735,110.8444,southern,74.57,95.0,100.0,5.41,74.57
TZ,chala,-7.5833333,31.266666700000002,southern,75.2,53.0,75.0,5.7,75.2
BR,crato,-7.233333,-39.383333,southern,96.85,27.0,77.0,7.2,96.85
BR,juazeirinho,-6.816667,-38.05,southern,98.15,26.0,100.0,8.84,98.15
ID,sleman,-7.715555999999999,110.355556,southern,75.22,87.0,78.0,2.42,75.22
TZ,utete,-7.9833333,38.783333299999995,southern,83.26,56.0,92.0,9.13,83.26
ID,sooko,-7.3532,112.5203,southern,74.43,92.0,100.0,5.12,74.43
TZ,chalinze,-6.6,38.35,southern,79.11,73.0,47.0,6.8,79.11
ID,kaliwungu,-6.95,110.233333,southern,55.6,10.0,100.0,4.43,64.99
ID,ciomas,-6.601389,106.77138899999999,southern,75.31,100.0,100.0,1.61,81.0
ID,dukuhturi,-6.8865,108.8432,southern,77.0,89.0,100.0,3.02,77.0
BR,itatuba,-7.383333,-35.65,southern,80.6,69.0,75.0,14.99,80.6
BR,teixeira,-7.216667,-37.25,southern,93.13,28.0,95.0,5.84,93.13
ID,prigen,-7.6816,112.6393,southern,69.91,94.0,100.0,0.49,69.91
ID,randudongkal,-7.0981,109.3243,southern,60.22,88.0,100.0,0.89,64.99
ID,diwek,-7.5833330000000005,112.233333,southern,72.72,92.0,100.0,0.76,72.72
CD,gandajika,-6.75,23.95,southern,76.75,88.0,80.0,3.06,76.75
ID,kendal,-6.9213,110.2022,southern,55.83,10.0,100.0,5.32,64.99
AO,uige,-7.613282000000001,15.056621,southern,87.8,52.0,75.0,6.93,87.8
PE,chocope,-7.791388900000001,-79.2216667,southern,60.8,87.0,90.0,6.93,60.8
BR,alagoinha,-6.933333,-35.55,southern,80.6,69.0,75.0,14.99,80.6
TZ,bungu,-7.633333299999999,39.05,southern,78.66,69.0,100.0,7.4,78.66
PE,celendin,-6.870277799999999,-78.1516667,southern,60.8,29.0,90.0,3.36,60.8
ID,lembang,-6.786389,107.7025,southern,61.84,100.0,100.0,0.98,61.84
BR,balsas,-7.516667,-46.033333,southern,85.48,64.0,87.0,6.33,85.48
BR,cruzeiro do sul,-7.633333,-72.6,southern,71.6,100.0,90.0,5.82,71.6
BR,pilar,-7.25,-35.266667,southern,86.0,70.0,75.0,12.75,86.0
ID,lamongan,-7.1194,112.4172,southern,75.11,92.0,100.0,6.85,75.11
ID,sidoarjo,-7.4478,112.7183,southern,75.11,91.0,100.0,4.52,75.11
ID,pati,-6.7559,111.038,southern,74.82,95.0,100.0,4.79,74.82
BR,assare,-6.866667,-39.866667,southern,97.63,27.0,60.0,6.82,97.63
ID,taman,-6.9,109.38333300000001,southern,60.57,84.0,97.0,0.67,64.99
ID,delanggu,-7.616667,110.683333,southern,74.57,91.0,94.0,5.14,74.57
TZ,mbumi,-7.9,39.2,southern,80.44,67.0,81.0,6.38,80.44
BR,macaparana,-7.566667,-35.45,southern,80.6,69.0,75.0,14.99,80.6
ID,astanajapura,-6.8017,108.6311,southern,76.57,88.0,100.0,2.64,76.57
ID,klaten,-7.705833,110.606389,southern,75.09,90.0,89.0,4.47,75.09
PE,santiago de cao,-7.958888900000001,-79.2391667,southern,60.8,87.0,90.0,6.93,60.8
ID,bambanglipuro,-7.95,110.28333300000001,southern,78.28,84.0,71.0,4.94,78.28
ID,ciampea,-6.540278,106.69555600000001,southern,74.73,100.0,100.0,1.34,81.0
PG,bulolo,-7.2,146.65,southern,69.46,77.0,98.0,1.28,69.46
ID,sukabumi,-6.918056,106.926667,southern,73.63,100.0,100.0,0.13,81.0
TZ,kisanga,-7.4333333,37.7,southern,84.92,51.0,70.0,7.83,84.92
BR,carolina,-7.3333330000000005,-47.466667,southern,90.27,52.0,78.0,4.65,90.27
ID,tayu,-6.5397,111.0518,southern,76.87,89.0,100.0,4.09,76.87
ID,ngaglik,-7.654167,110.448333,southern,72.1,92.0,90.0,2.46,72.1
TZ,kirando,-7.4166667,30.6,southern,82.18,51.0,8.0,7.65,82.18
ID,prambanan,-7.75,110.49416699999999,southern,75.78,87.0,87.0,3.74,75.78
BR,aracoiaba,-7.8,-35.05,southern,86.0,66.0,75.0,10.29,86.0
ID,ngaglik,-7.6841669999999995,110.32611100000001,southern,74.5,88.0,80.0,2.3,74.5
ID,kramat,-6.8688,109.2074,southern,78.21,85.0,94.0,2.95,78.21
BR,pianco,-7.2,-37.95,southern,97.16,27.0,100.0,9.33,97.16
BR,pirpirituba,-6.766667,-35.5,southern,91.13,43.0,100.0,11.27,91.13
TZ,ngerengere,-6.75,38.1166667,southern,84.2,58.0,40.0,6.4,84.2
PE,cajamarca,-7.1666667,-78.5166667,southern,60.8,29.0,90.0,3.36,60.8
BR,rio tinto,-6.8,-35.083333,southern,86.0,70.0,75.0,12.75,86.0
ID,slawi,-6.9816,109.1407,southern,76.75,90.0,99.0,2.15,76.75
TZ,mlandizi,-6.7,38.7333333,southern,82.4,65.0,75.0,11.41,82.4
BR,guarabira,-6.85,-35.483333,southern,82.89,69.0,75.0,14.99,86.0
BR,patos,-7.016667,-37.266667,southern,97.36,27.0,99.0,6.85,97.36
BR,jardim do serido,-6.5833330000000005,-36.766667,southern,97.18,29.0,100.0,10.63,97.18
ID,pangkah,-6.9745,109.1732,southern,64.99,89.0,99.0,2.28,64.99
ID,kasihan,-7.826944,110.329167,southern,76.87,85.0,74.0,1.99,76.87
BR,sao raimundo das mangabeiras,-7.016667,-45.483333,southern,86.81,59.0,73.0,4.45,86.81
BR,lagoa seca,-7.15,-35.85,southern,80.6,69.0,75.0,14.99,80.6
PE,otuzco,-7.9,-78.58333329999999,southern,60.8,87.0,90.0,6.93,60.8
ID,salatiga,-7.321389,110.507778,southern,50.0,10.0,100.0,0.74,50.0
ID,kedungwaru,-8.0348,112.2037,southern,70.95,94.0,100.0,4.5,70.95
ID,grogol,-7.296389,110.746944,southern,74.05,97.0,100.0,2.93,74.05
PE,saposoa,-6.9333333,-76.8,southern,77.0,83.0,90.0,3.36,77.0
PG,wau,-7.3333333,146.7166667,southern,65.79,80.0,100.0,1.32,65.79
AU,leopold,-38.19001,144.468246,southern,52.61,93.0,90.0,8.05,53.6
AR,trelew,-43.250075,-65.313295,southern,82.78,15.0,0.0,3.44,82.78
NZ,taupo,-38.683333000000005,176.083333,southern,55.99,90.0,89.0,5.01,55.99
CL,coronel,-37.016667,-73.133333,southern,57.2,82.0,90.0,4.7,57.2
NZ,wellsford,-36.283333,174.51666699999998,southern,61.66,95.0,51.0,3.0,62.01
NZ,rolleston,-43.583333,172.383333,southern,50.95,87.0,93.0,6.93,52.0
NZ,rakaia,-43.75,172.01666699999998,southern,48.99,96.0,98.0,1.99,48.99
CL,graneros,-34.066666999999995,-70.733333,southern,71.6,46.0,0.0,2.62,71.6
CL,santa cruz,-34.633333,-71.366667,southern,72.27,60.0,0.0,3.36,75.99
NZ,mamaku,-38.1,176.083333,southern,59.85,90.0,91.0,5.01,62.01
ZA,whittlesea,-32.175877,26.824371999999997,southern,61.29,62.0,100.0,15.43,61.29
CL,victoria,-38.216667,-72.333333,southern,70.32,48.0,12.0,3.98,70.32
CL,lota,-37.083333,-73.166667,southern,57.2,82.0,90.0,4.7,57.2
NZ,dunedin,-45.866667,170.5,southern,47.84,81.0,0.0,11.05,50.0
AR,olavarria,-36.892715,-60.322540000000004,southern,66.0,47.0,0.0,3.0,66.0
NZ,otorohanga,-38.183333000000005,175.2,southern,62.01,81.0,98.0,4.0,62.01
NZ,whakatane,-37.983333,177.0,southern,60.96,99.0,25.0,6.6,62.01
CL,san javier,-35.6,-71.75,southern,75.76,48.0,0.0,2.46,75.76
AR,lujan,-33.035471,-68.87782299999999,southern,77.0,17.0,0.0,9.17,77.0
UY,montevideo,-34.85805560000001,-56.1708333,southern,66.07,48.0,40.0,4.74,66.99
NZ,tuatapere,-46.133333,167.683333,southern,44.01,86.0,3.0,3.0,44.01
CL,puerto varas,-41.319461,-72.985378,southern,53.6,87.0,75.0,9.17,53.6
NZ,bluff,-46.6,168.333333,southern,44.01,86.0,53.0,3.0,44.01
CL,curanilahue,-37.466667,-73.35,southern,76.87,32.0,0.0,4.09,76.87
AR,mendoza,-32.890845,-68.82717099999999,southern,77.0,17.0,0.0,9.17,77.0
AR,san pedro,-33.679127,-59.666635,southern,71.01,35.0,0.0,4.0,71.01
CL,yumbel,-37.083333,-72.56666700000001,southern,63.14,64.0,0.0,5.82,68.0
AR,san francisco,-31.427971000000003,-62.08265600000001,southern,72.57,28.0,0.0,5.01,73.0
NZ,dobson,-42.45,171.3,southern,50.31,83.0,74.0,6.02,50.31
ZA,calvinia,-31.470688,19.776007999999997,southern,79.66,15.0,0.0,14.43,79.66
NZ,takaka,-40.85,172.8,southern,53.01,89.0,100.0,3.0,53.01
NZ,turangi,-39.0,175.933333,southern,57.0,96.0,100.0,6.2,57.0
AU,colac,-38.339001,143.584885,southern,45.34,93.0,18.0,3.0,46.0
CL,san vicente,-34.433333000000005,-71.083333,southern,71.6,46.0,0.0,5.68,71.6
AU,geelong,-38.153461,144.358093,southern,52.54,93.0,90.0,8.05,53.6
AU,benalla,-36.551128000000006,145.984253,southern,50.14,81.0,0.0,4.7,53.6
NZ,paihia,-35.283333,174.083333,southern,59.0,96.0,18.0,1.99,59.0
CL,collipulli,-37.95,-72.43333299999999,southern,68.0,64.0,0.0,5.82,68.0
ZA,port elizabeth,-33.917988,25.570066,southern,66.2,68.0,0.0,6.93,66.2
CL,chimbarongo,-34.7,-71.05,southern,72.28,60.0,0.0,3.36,75.99
CL,lautaro,-38.516667,-72.45,southern,60.8,82.0,0.0,2.24,60.8
UY,colonia,-34.466666700000005,-57.85,southern,62.6,77.0,20.0,11.41,62.6
ZA,oudtshoorn,-33.592343,22.205482,southern,62.6,59.0,20.0,13.87,62.6
NZ,paeroa,-37.366667,175.666667,southern,60.64,89.0,81.0,8.99,63.0
CL,nacimiento,-37.5,-72.666667,southern,73.4,56.0,0.0,6.93,73.4
CL,el monte,-33.683333000000005,-71.016667,southern,77.47,33.0,0.0,3.36,82.0
AR,necochea,-38.547259000000004,-58.736753,southern,67.71,44.0,3.0,7.45,67.71
NZ,woodend,-43.316666999999995,172.666667,southern,51.94,87.0,90.0,6.93,52.0
NZ,darfield,-43.483333,172.116667,southern,49.69,87.0,65.0,6.93,51.8
AR,parana,-31.731966999999997,-60.523802,southern,76.35,24.0,0.0,1.99,77.0
ZA,bredasdorp,-34.532154,20.040308,southern,66.2,48.0,0.0,13.87,66.2
AU,singleton,-32.567421,151.166031,southern,53.4,95.0,1.0,4.5,55.0
NZ,burnham,-43.616667,172.316667,southern,49.87,87.0,95.0,6.93,51.8
NZ,riverton,-46.35,168.01666699999998,southern,44.01,86.0,18.0,3.0,44.01
CL,melipilla,-33.7,-71.216667,southern,65.37,100.0,90.0,5.82,75.0
ZA,east london,-33.011051,27.910049,southern,66.2,68.0,20.0,8.05,66.2
AU,cootamundra,-34.640949,148.028381,southern,52.0,94.0,100.0,4.61,52.0
AU,leeton,-34.551048,146.404831,southern,53.83,100.0,75.0,4.7,55.99
AU,bendigo,-36.758179,144.28024299999998,southern,51.51,54.0,0.0,1.01,52.0
CL,villarrica,-39.266667,-72.216667,southern,66.2,63.0,0.0,3.36,66.2
AR,santa rosa,-36.616667,-64.283333,southern,73.44,32.0,0.0,13.11,73.44
NZ,karamea,-41.25,172.116667,southern,54.12,80.0,92.0,10.4,54.12
ZA,grabouw,-34.151519,19.015091,southern,70.12,52.0,0.0,26.4,72.0
CL,san clemente,-35.55,-71.483333,southern,74.62,49.0,0.0,4.7,75.99
AR,puerto madryn,-42.769201,-65.038513,southern,79.54,17.0,0.0,4.12,79.54
AR,punta alta,-38.875875,-62.073589,southern,72.16,29.0,0.0,5.66,72.16
NZ,ahipara,-35.166667,173.166667,southern,62.53,95.0,37.0,5.12,62.53
NZ,foxton,-40.466667,175.3,southern,57.67,88.0,69.0,4.0,57.99
AU,wodonga,-36.121792,146.888092,southern,54.21,93.0,0.0,1.12,55.4
AR,santa fe,-31.629484,-60.701036,southern,76.64,27.0,0.0,1.01,77.0
NZ,ranfurly,-45.133333,170.1,southern,42.01,96.0,66.0,3.71,42.01
AU,swan hill,-35.3386,143.559525,southern,52.27,76.0,0.0,9.4,52.27
AU,craigieburn,-37.6,144.95,southern,52.38,76.0,75.0,9.17,53.6
ZA,somerset west,-34.079375,18.85699,southern,69.76,52.0,0.0,26.4,72.0
AU,broken hill,-31.961729,141.459976,southern,53.6,81.0,0.0,11.54,53.6
CL,concepcion,-36.833333,-73.05,southern,57.2,82.0,90.0,4.7,57.2
ZA,dordrecht,-31.371996999999997,27.048778999999996,southern,59.94,59.0,100.0,11.52,59.94
NZ,hamilton,-37.783333,175.283333,southern,61.48,53.0,79.0,3.0,62.01
AR,villa carlos paz,-31.424138,-64.497778,southern,73.11,34.0,0.0,5.99,73.99
NZ,moerewa,-35.383333,174.033333,southern,59.0,96.0,30.0,1.99,59.0
AR,mar del plata,-38.002278000000004,-57.557539,southern,68.0,45.0,0.0,6.93,68.0
NZ,waihi,-37.383333,175.833333,southern,60.58,82.0,77.0,13.0,63.0
AU,mudgee,-32.433333000000005,149.583333,southern,45.84,100.0,2.0,3.36,46.99
NZ,edendale,-46.316666999999995,168.783333,southern,44.01,86.0,19.0,3.0,44.01
ZA,worcester,-33.64651,19.448523,southern,74.5,29.0,0.0,14.0,74.5
NZ,matata,-37.883333,176.75,southern,60.98,99.0,29.0,9.1,62.01
AU,sale,-38.11095,147.068024,southern,51.01,96.0,2.0,1.01,51.01
NZ,kawerau,-38.1,176.7,southern,60.71,99.0,58.0,3.69,62.01
NZ,muriwai beach,-36.816666999999995,174.45,southern,61.32,92.0,56.0,8.97,62.01
NZ,winton,-46.15,168.333333,southern,44.01,86.0,10.0,3.0,44.01
AR,neuquen,-38.951606,-68.059102,southern,75.2,31.0,0.0,13.87,75.2
NZ,fairlie,-44.1,170.833333,southern,53.01,97.0,33.0,4.38,53.01
AR,tandil,-37.321674,-59.133164,southern,69.01,30.0,0.0,1.01,69.01
AU,mittagong,-34.45002,150.445724,southern,58.01,84.0,50.0,4.0,61.0
NZ,otautau,-46.15,168.0,southern,44.01,86.0,2.0,3.0,44.01
NZ,kerepehi,-37.3,175.533333,southern,60.66,53.0,60.0,3.0,63.0
AU,clifton springs,-38.1567,144.555099,southern,53.17,87.0,90.0,9.17,53.6
NZ,pleasant point,-44.266667,171.133333,southern,53.01,97.0,100.0,4.18,53.01
NZ,timaru,-44.4,171.25,southern,53.01,97.0,94.0,6.46,53.01
UY,treinta y tres,-33.2333333,-54.3833333,southern,66.72,57.0,8.0,5.01,66.72
